admin_logs	0
banners	4
cart_items	1
categories	34
comments	6
community_comments	0
community_posts	0
community_sections	6
content_rewards	2
game_categories	507
game_guides	4
games	202
order_items	4
orders	3
point_transactions	9
posts	104
products	9
user_badges	2
user_behavior_logs	105
user_discount_cards	0
user_games	0
user_sessions	1
users	9
